date,sector,value
2021-07-05 17:51:49.758696,Materials,47.84273063390022
2021-07-12 17:51:49.758696,Materials,49.80975727583981
2021-07-19 17:51:49.758696,Materials,53.878102649460594
2021-07-26 17:51:49.758696,Materials,58.003163124568744
2021-08-02 17:51:49.758696,Materials,55.22495551929405
2021-08-09 17:51:49.758696,Materials,55.20970477917506
2021-08-16 17:51:49.758696,Materials,55.92018285216195
2021-08-23 17:51:49.758696,Materials,52.52933800128586
2021-08-30 17:51:49.758696,Materials,62.45870102073011
2021-09-06 17:51:49.758696,Materials,62.89552445872747
2021-09-13 17:51:49.758696,Materials,63.55676907413693
2021-09-20 17:51:49.758696,Materials,59.54366554285528
2021-09-27 17:51:49.758696,Materials,65.97111925147723
2021-10-04 17:51:49.758696,Materials,58.38180829538895
2021-10-11 17:51:49.758696,Materials,59.729737307255185
2021-10-18 17:51:49.758696,Materials,64.97870062635522
2021-10-25 17:51:49.758696,Materials,56.352333419924086
2021-11-01 17:51:49.758696,Materials,57.47558090493769
2021-11-08 17:51:49.758696,Materials,61.94032945764448
2021-11-15 17:51:49.758696,Materials,54.181838962846115
2021-11-22 17:51:49.758696,Materials,49.32478055418395
2021-11-29 17:51:49.758696,Materials,49.029409238107874
2021-12-06 17:51:49.758696,Materials,47.0089360394861
2021-12-13 17:51:49.758696,Materials,49.79250268786708
2021-12-20 17:51:49.758696,Materials,50.47633998842613
2021-12-27 17:51:49.758696,Materials,46.87058282256088
2022-01-03 17:51:49.758696,Materials,49.43978110411477
2022-01-10 17:51:49.758696,Materials,44.81136418422566
2022-01-17 17:51:49.758696,Materials,43.34383900684169
2022-01-24 17:51:49.758696,Materials,45.72454485551403
2022-01-31 17:51:49.758696,Materials,42.21850844660975
2022-02-07 17:51:49.758696,Materials,43.392945172097434
2022-02-14 17:51:49.758696,Materials,45.17566278603211
2022-02-21 17:51:49.758696,Materials,42.95444983140851
2022-02-28 17:51:49.758696,Materials,50.97562416226245
2022-03-07 17:51:49.758696,Materials,41.95887037503998
2022-03-14 17:51:49.758696,Materials,42.92003140134271
2022-03-21 17:51:49.758696,Materials,42.98196026583796
2022-03-28 17:51:49.758696,Materials,50.95460289914202
2022-04-04 17:51:49.758696,Materials,45.244812567028504
2022-04-11 17:51:49.758696,Materials,49.28651444689632
2022-04-18 17:51:49.758696,Materials,52.83486745006556
2022-04-25 17:51:49.758696,Materials,53.10387359329835
2022-05-02 17:51:49.758696,Materials,46.06320227192582
2022-05-09 17:51:49.758696,Materials,53.80695559325108
2022-05-16 17:51:49.758696,Materials,57.21724096361095
2022-05-23 17:51:49.758696,Materials,56.32973074923399
2022-05-30 17:51:49.758696,Materials,58.047006517895866
2022-06-06 17:51:49.758696,Materials,53.62290261677021
2022-06-13 17:51:49.758696,Materials,55.636114714229784
2022-06-20 17:51:49.758696,Materials,59.668332272935665
2022-06-27 17:51:49.758696,Materials,60.18587320416502
2022-07-04 17:51:49.758696,Materials,62.54897740455968
2022-07-11 17:51:49.758696,Materials,61.5097671376738
2022-07-18 17:51:49.758696,Materials,57.70613673372943
2022-07-25 17:51:49.758696,Materials,62.989799220606564
2022-08-01 17:51:49.758696,Materials,55.13346716307286
2022-08-08 17:51:49.758696,Materials,60.38515965554043
2022-08-15 17:51:49.758696,Materials,66.00030084969777
2022-08-22 17:51:49.758696,Materials,58.5216792035241
2022-08-29 17:51:49.758696,Materials,53.929104029073756
2022-09-05 17:51:49.758696,Materials,53.96185783047382
2022-09-12 17:51:49.758696,Materials,49.90270934085086
