date,sector,value
2021-07-05 17:51:46.424569,Consumer Discretionary,57.320767666004826
2021-07-12 17:51:46.424569,Consumer Discretionary,58.04888672344688
2021-07-19 17:51:46.424569,Consumer Discretionary,60.41967933654409
2021-07-26 17:51:46.424569,Consumer Discretionary,61.14153452239805
2021-08-02 17:51:46.424569,Consumer Discretionary,58.69886850533182
2021-08-09 17:51:46.424569,Consumer Discretionary,58.99861655178731
2021-08-16 17:51:46.424569,Consumer Discretionary,66.16412061503623
2021-08-23 17:51:46.424569,Consumer Discretionary,66.48894504798643
2021-08-30 17:51:46.424569,Consumer Discretionary,65.05601018936358
2021-09-06 17:51:46.424569,Consumer Discretionary,58.99474160547344
2021-09-13 17:51:46.424569,Consumer Discretionary,60.95791080589997
2021-09-20 17:51:46.424569,Consumer Discretionary,61.2964307474089
2021-09-27 17:51:46.424569,Consumer Discretionary,61.955565527506266
2021-10-04 17:51:46.424569,Consumer Discretionary,60.08605749913684
2021-10-11 17:51:46.424569,Consumer Discretionary,58.136143520949105
2021-10-18 17:51:46.424569,Consumer Discretionary,61.851568773209756
2021-10-25 17:51:46.424569,Consumer Discretionary,63.16039339742989
2021-11-01 17:51:46.424569,Consumer Discretionary,56.97274269048935
2021-11-08 17:51:46.424569,Consumer Discretionary,52.25798323422727
2021-11-15 17:51:46.424569,Consumer Discretionary,56.19211571946258
2021-11-22 17:51:46.424569,Consumer Discretionary,52.888957015450806
2021-11-29 17:51:46.424569,Consumer Discretionary,53.14279712071185
2021-12-06 17:51:46.424569,Consumer Discretionary,44.32481429391448
2021-12-13 17:51:46.424569,Consumer Discretionary,47.77452129369991
2021-12-20 17:51:46.424569,Consumer Discretionary,51.37773202675872
2021-12-27 17:51:46.424569,Consumer Discretionary,48.19085929048164
2022-01-03 17:51:46.424569,Consumer Discretionary,44.8536596516459
2022-01-10 17:51:46.424569,Consumer Discretionary,42.31258706720742
2022-01-17 17:51:46.424569,Consumer Discretionary,44.980352306058556
2022-01-24 17:51:46.424569,Consumer Discretionary,50.08979112382548
2022-01-31 17:51:46.424569,Consumer Discretionary,44.925724187840146
2022-02-07 17:51:46.424569,Consumer Discretionary,47.66228141396708
2022-02-14 17:51:46.424569,Consumer Discretionary,49.80582537040169
2022-02-21 17:51:46.424569,Consumer Discretionary,46.87244496361835
2022-02-28 17:51:46.424569,Consumer Discretionary,58.24390456098591
2022-03-07 17:51:46.424569,Consumer Discretionary,51.91720270202942
2022-03-14 17:51:46.424569,Consumer Discretionary,57.79528067733182
2022-03-21 17:51:46.424569,Consumer Discretionary,52.642453981479626
2022-03-28 17:51:46.424569,Consumer Discretionary,55.70839693084224
2022-04-04 17:51:46.424569,Consumer Discretionary,63.8322015986449
2022-04-11 17:51:46.424569,Consumer Discretionary,58.23955136676035
2022-04-18 17:51:46.424569,Consumer Discretionary,66.41592011142018
2022-04-25 17:51:46.424569,Consumer Discretionary,59.39629074251073
2022-05-02 17:51:46.424569,Consumer Discretionary,62.98816955896986
2022-05-09 17:51:46.424569,Consumer Discretionary,67.62908267730185
2022-05-16 17:51:46.424569,Consumer Discretionary,67.26143141514846
2022-05-23 17:51:46.424569,Consumer Discretionary,67.11122484926888
2022-05-30 17:51:46.424569,Consumer Discretionary,67.6273094425914
2022-06-06 17:51:46.424569,Consumer Discretionary,61.864170573533656
2022-06-13 17:51:46.424569,Consumer Discretionary,67.76283541791233
2022-06-20 17:51:46.424569,Consumer Discretionary,64.39228687399537
2022-06-27 17:51:46.424569,Consumer Discretionary,57.408004727315316
2022-07-04 17:51:46.424569,Consumer Discretionary,57.09186987336719
2022-07-11 17:51:46.424569,Consumer Discretionary,56.320266079341984
2022-07-18 17:51:46.424569,Consumer Discretionary,56.144591552999785
2022-07-25 17:51:46.424569,Consumer Discretionary,52.557283943023485
2022-08-01 17:51:46.424569,Consumer Discretionary,48.697396977188426
2022-08-08 17:51:46.424569,Consumer Discretionary,50.9426850729802
2022-08-15 17:51:46.424569,Consumer Discretionary,44.45836622142391
2022-08-22 17:51:46.424569,Consumer Discretionary,44.88051543175523
2022-08-29 17:51:46.424569,Consumer Discretionary,51.277962980243515
2022-09-05 17:51:46.424569,Consumer Discretionary,45.304124292835
2022-09-12 17:51:46.424569,Consumer Discretionary,41.683389207147535
2022-09-19 17:51:46.424569,Consumer Discretionary,40.96359194253918
2022-09-26 17:51:46.424569,Consumer Discretionary,41.84058289321013
2022-10-03 17:51:46.424569,Consumer Discretionary,44.11574282789707
