date,sector,value
2021-07-05 19:17:22.191336,Utilities,55.86998024329819
2021-07-12 19:17:22.191336,Utilities,59.37183625111301
2021-07-19 19:17:22.191336,Utilities,58.92746718282841
2021-07-26 19:17:22.191336,Utilities,56.54346481218763
2021-08-02 19:17:22.191336,Utilities,52.77677791599528
2021-08-09 19:17:22.191336,Utilities,56.24551294141496
2021-08-16 19:17:22.191336,Utilities,56.797009404289824
2021-08-23 19:17:22.191336,Utilities,59.09718829830654
2021-08-30 19:17:22.191336,Utilities,57.36011812327807
2021-09-06 19:17:22.191336,Utilities,57.19018385057567
2021-09-13 19:17:22.191336,Utilities,58.1361856442311
2021-09-20 19:17:22.191336,Utilities,58.10214046171373
2021-09-27 19:17:22.191336,Utilities,59.36722282571016
2021-10-04 19:17:22.191336,Utilities,59.117355726393406
2021-10-11 19:17:22.191336,Utilities,58.803141956104106
2021-10-18 19:17:22.191336,Utilities,59.304395894947014
2021-10-25 19:17:22.191336,Utilities,62.02833569662778
2021-11-01 19:17:22.191336,Utilities,60.51252701941404
2021-11-08 19:17:22.191336,Utilities,55.82258410768623
2021-11-15 19:17:22.191336,Utilities,58.03556021914387
2021-11-22 19:17:22.191336,Utilities,58.59709030691624
2021-11-29 19:17:22.191336,Utilities,60.985106972864386
2021-12-06 19:17:22.191336,Utilities,59.57618400497397
2021-12-13 19:17:22.191336,Utilities,60.747102926709665
2021-12-20 19:17:22.191336,Utilities,58.380305725218186
2021-12-27 19:17:22.191336,Utilities,57.916220695461305
2022-01-03 19:17:22.191336,Utilities,60.98668067175216
2022-01-10 19:17:22.191336,Utilities,61.186355477636035
2022-01-17 19:17:22.191336,Utilities,58.61601604422864
2022-01-24 19:17:22.191336,Utilities,62.40006369483097
2022-01-31 19:17:22.191336,Utilities,61.98782210067094
2022-02-07 19:17:22.191336,Utilities,59.01346004125538
2022-02-14 19:17:22.191336,Utilities,61.33126466399009
2022-02-21 19:17:22.191336,Utilities,58.50657279985056
2022-02-28 19:17:22.191336,Utilities,61.25327442077912
2022-03-07 19:17:22.191336,Utilities,59.010951459817676
2022-03-14 19:17:22.191336,Utilities,57.47434804847312
2022-03-21 19:17:22.191336,Utilities,59.47487542844601
2022-03-28 19:17:22.191336,Utilities,60.16028458986191
2022-04-04 19:17:22.191336,Utilities,58.416212365850285
2022-04-11 19:17:22.191336,Utilities,61.65264709236026
2022-04-18 19:17:22.191336,Utilities,62.17098301631101
2022-04-25 19:17:22.191336,Utilities,56.9777348111679
2022-05-02 19:17:22.191336,Utilities,64.35998856258408
2022-05-09 19:17:22.191336,Utilities,57.98614226169883
2022-05-16 19:17:22.191336,Utilities,60.38360234649385
2022-05-23 19:17:22.191336,Utilities,56.586734402970194
2022-05-30 19:17:22.191336,Utilities,57.3272289179699
2022-06-06 19:17:22.191336,Utilities,57.03482332082816
2022-06-13 19:17:22.191336,Utilities,58.344608904067506
2022-06-20 19:17:22.191336,Utilities,58.72402396066758
2022-06-27 19:17:22.191336,Utilities,54.74440841571487
2022-07-04 19:17:22.191336,Utilities,52.620648114133715
2022-07-11 19:17:22.191336,Utilities,52.50989150674721
2022-07-18 19:17:22.191336,Utilities,55.689464812624195
2022-07-25 19:17:22.191336,Utilities,52.88587847713095
2022-08-01 19:17:22.191336,Utilities,52.586894106270236
2022-08-08 19:17:22.191336,Utilities,52.45103224498295
2022-08-15 19:17:22.191336,Utilities,56.729930880442076
2022-08-22 19:17:22.191336,Utilities,57.12355097102082
2022-08-29 19:17:22.191336,Utilities,56.455399712041654
2022-09-05 19:17:22.191336,Utilities,53.41389346012978
2022-09-12 19:17:22.191336,Utilities,52.66442044110951
2022-09-19 19:17:22.191336,Utilities,54.95940899393529
2022-09-26 19:17:22.191336,Utilities,58.83887555064374
2022-10-03 19:17:22.191336,Utilities,54.106288591961665
2022-10-10 19:17:22.191336,Utilities,53.046797572090036
2022-10-17 19:17:22.191336,Utilities,51.9475710590211
2022-10-24 19:17:22.191336,Utilities,53.23909723002047
2022-10-31 19:17:22.191336,Utilities,53.72477700892324
2022-11-07 19:17:22.191336,Utilities,52.67331657764054
2022-11-14 19:17:22.191336,Utilities,51.45351130609209
2022-11-21 19:17:22.191336,Utilities,55.630170216646114
2022-11-28 19:17:22.191336,Utilities,53.34647531796432
2022-12-05 19:17:22.191336,Utilities,54.423759119121236
2022-12-12 19:17:22.191336,Utilities,51.38232615140226
2022-12-19 19:17:22.191336,Utilities,50.31272986008974
2022-12-26 19:17:22.191336,Utilities,52.29442041812878
2023-01-02 19:17:22.191336,Utilities,53.795746406005684
2023-01-09 19:17:22.191336,Utilities,52.59792362535032
2023-01-16 19:17:22.191336,Utilities,53.44347713155275
2023-01-23 19:17:22.191336,Utilities,55.21778320142088
2023-01-30 19:17:22.191336,Utilities,50.34412057439859
2023-02-06 19:17:22.191336,Utilities,54.90758373557229
2023-02-13 19:17:22.191336,Utilities,50.78271630825494
2023-02-20 19:17:22.191336,Utilities,53.31591233265597
2023-02-27 19:17:22.191336,Utilities,54.863339684917804
