date,sector,value
2021-06-27,Technology,5.0
2021-07-04,Technology,5.0
2021-07-11,Technology,4.666666666666667
2021-07-18,Technology,4.666666666666667
2021-07-25,Technology,5.0
2021-08-01,Technology,4.333333333333333
2021-08-08,Technology,4.333333333333333
2021-08-15,Technology,5.333333333333333
2021-08-22,Technology,5.333333333333333
2021-08-29,Technology,5.666666666666667
2021-09-05,Technology,5.333333333333333
2021-09-12,Technology,6.0
2021-09-19,Technology,6.666666666666667
2021-09-26,Technology,6.333333333333333
2021-10-03,Technology,6.333333333333333
2021-10-10,Technology,6.666666666666667
2021-10-17,Technology,7.0
2021-10-24,Technology,7.0
2021-10-31,Technology,7.0
2021-11-07,Technology,7.0
2021-11-14,Technology,6.666666666666667
2021-11-21,Technology,5.0
2021-11-28,Technology,7.333333333333333
2021-12-05,Technology,6.333333333333333
2021-12-12,Technology,6.0
2021-12-19,Technology,4.333333333333333
2021-12-26,Technology,4.333333333333333
2022-01-02,Technology,4.666666666666667
2022-01-09,Technology,5.333333333333333
2022-01-16,Technology,5.0
2022-01-23,Technology,5.666666666666667
2022-01-30,Technology,5.666666666666667
2022-02-06,Technology,6.0
2022-02-13,Technology,6.0
2022-02-20,Technology,6.0
2022-02-27,Technology,6.666666666666667
2022-03-06,Technology,6.0
2022-03-13,Technology,5.666666666666667
2022-03-20,Technology,6.0
2022-03-27,Technology,6.666666666666667
2022-04-03,Technology,6.666666666666667
2022-04-10,Technology,6.0
2022-04-17,Technology,6.666666666666667
2022-04-24,Technology,6.666666666666667
2022-05-01,Technology,6.333333333333333
2022-05-08,Technology,5.666666666666667
2022-05-15,Technology,5.666666666666667
2022-05-22,Technology,5.0
2022-05-29,Technology,4.666666666666667
2022-06-05,Technology,5.333333333333333
2022-06-12,Technology,6.0
2022-06-19,Technology,5.0
2022-06-26,Technology,5.0
2022-07-03,Technology,5.0
2022-07-10,Technology,5.333333333333333
2022-07-17,Technology,5.333333333333333
2022-07-24,Technology,5.333333333333333
2022-07-31,Technology,5.333333333333333
2022-08-07,Technology,5.666666666666667
2022-08-14,Technology,5.333333333333333
2022-08-21,Technology,6.0
2022-08-28,Technology,6.0
2022-09-04,Technology,6.0
2022-09-11,Technology,6.666666666666667
2022-09-18,Technology,7.0
2022-09-25,Technology,6.666666666666667
2022-10-02,Technology,6.333333333333333
2022-10-09,Technology,6.333333333333333
2022-10-16,Technology,7.0
2022-10-23,Technology,6.333333333333333
2022-10-30,Technology,6.333333333333333
2022-11-06,Technology,6.0
2022-11-13,Technology,6.0
2022-11-20,Technology,4.666666666666667
2022-11-27,Technology,6.666666666666667
2022-12-04,Technology,8.0
2022-12-11,Technology,6.666666666666667
2022-12-18,Technology,5.333333333333333
2022-12-25,Technology,4.333333333333333
2023-01-01,Technology,5.666666666666667
2023-01-08,Technology,6.666666666666667
2023-01-15,Technology,7.333333333333333
2023-01-22,Technology,8.0
2023-01-29,Technology,8.666666666666666
2023-02-05,Technology,8.666666666666666
2023-02-12,Technology,8.0
2023-02-19,Technology,7.666666666666667
2023-02-26,Technology,8.0
2023-03-05,Technology,8.0
2023-03-12,Technology,7.0
2023-03-19,Technology,8.333333333333334
2023-03-26,Technology,11.333333333333334
2023-04-02,Technology,9.333333333333334
2023-04-09,Technology,9.666666666666666
2023-04-16,Technology,12.333333333333334
2023-04-23,Technology,8.666666666666666
2023-04-30,Technology,11.0
