rebalance_date,holding_end_date,selected_tickers,portfolio_return,equal_weight_return,spy_return,turnover,portfolio_return_cumulative,equal_weight_return_cumulative,spy_return_cumulative
2018-07-31,2018-08-31,"XLV, XLY, XLRE",0.039515083029268615,0.017481916396449193,0.0319199462433406,,0.03951508302926854,0.01748191639644925,0.0319199462433406
2018-08-31,2018-09-30,"XLV, XLY, XLK",0.011551326582376306,0.0017707207389552227,0.005945031727534467,0.33333333333333337,0.051522861240645756,0.019283592727324272,0.038054743064033
2018-09-30,2018-10-31,"XLV, XLY, XLK",-0.08294726573725437,-0.05859347450782262,-0.06910390912222941,0.0,-0.035698084959480236,-0.04043977447938607,-0.033678897564563104
2018-10-31,2018-11-30,"XLP, XLU, XLRE",0.03765224164595016,0.028563618975459136,0.018549007905904746,1.0,0.0006100437652778457,-0.013031261813609474,-0.015754599795845592
2018-11-30,2018-12-31,"XLP, XLU, XLV",-0.074208865759311,-0.08705465796521082,-0.08804815210340555,0.33333333333333337,-0.07364409264991789,-0.09895148773878137,-0.10241558850009824
2018-12-31,2019-01-31,"XLU, XLP, XLRE",0.06452890920804633,0.07811324016887326,0.08006548683172232,0.33333333333333337,-0.013867356410187104,-0.028567668896714804,-0.030550055620793604
2019-01-31,2019-02-28,"XLRE, XLY, XLI",0.029297046833685652,0.03039547014615187,0.03241563442284634,0.6666666666666667,0.015023417833289976,0.000959473522341936,0.0008752793674515758
2019-02-28,2019-03-31,"XLI, XLU, XLRE",0.0219671988431398,0.020140683246935142,0.01810056530641435,0.33333333333333337,0.03732063908327721,0.021119481221574254,0.018991687725217865
2019-03-31,2019-04-30,"XLRE, XLP, XLU",0.010850900152797696,0.028824516150029178,0.04085235316927127,0.33333333333333337,0.0485765017644062,0.05055275619915478,0.06061989602872031
2019-04-30,2019-05-31,"XLK, XLY, XLP",-0.06635821916211104,-0.05578520536413619,-0.06377098176531293,0.6666666666666667,-0.021005167547916037,-0.008052545051274396,-0.007016876020855323
2019-05-31,2019-06-30,"XLRE, XLU, XLP",0.03342724125814341,0.06890928023611136,0.0695862175672517,0.6666666666666667,0.011719928906935406,0.0603018401012847,0.062081063684966686
2019-06-30,2019-07-31,"XLY, XLF, XLB",0.011189249126108488,0.008115678636889723,0.01511985288629658,1.0,0.02304031523732397,0.0689069090936496,0.07813957312120468
2019-07-31,2019-08-31,"XLK, XLP, XLU",0.019078560394610606,-0.009510465502806742,-0.016743453043715606,1.0,0.04255845167770067,0.058741106809002686,0.06008779380407825
2019-08-31,2019-09-30,"XLU, XLRE, XLP",0.02335358634711615,0.024412417673203513,0.01945760713790401,0.33333333333333337,0.06690593050087168,0.08458753691621368,0.08071456562760537
2019-09-30,2019-10-31,"XLU, XLP, XLRE",-0.004018636520234746,0.009465606495482415,0.022104457044776815,0.0,0.06261842336490586,0.09485381575056695,0.10460317432118549
2019-10-31,2019-11-30,"XLU, XLV, XLRE",0.0046865067375676155,0.023801912651545687,0.03619860969707056,0.33333333333333337,0.067598391765469,0.1209134306392734,0.14458827349858328
2019-11-30,2019-12-31,"XLK, XLF, XLV",0.03468399381255997,0.028699844133140417,0.0290555967668904,0.6666666666666667,0.10462696777976155,0.15308347138536416,0.17784496883746947
2019-12-31,2020-01-31,"XLV, XLK, XLF",-0.004472844115063841,-0.010513896598936067,-0.0004042219663328295,0.0,0.09968614354758709,0.14096007099727625,0.17736885802813074
2020-01-31,2020-02-29,"XLU, XLK, XLP",-0.08457851799121414,-0.09070899759892423,-0.0791653676244406,0.6666666666666667,0.006676319270858544,0.03746472665671585,0.08416201955276592
2020-02-29,2020-03-31,"XLU, XLK, XLP",-0.08035184448570705,-0.14604241683853486,-0.12487138221696203,0.0,-0.0742119797826375,-0.11404912940896084,-0.05121879037592103
2020-03-31,2020-04-30,"XLV, XLP, XLK",0.11093973066271963,0.129147106642282,0.1269836934642723,0.33333333333333337,0.02849469383104908,0.00036886215508258324,0.0692609519116445
2020-04-30,2020-05-31,"XLV, XLK, XLY",0.05658253959037096,0.04202594943336173,0.04764501984641023,0.33333333333333337,0.08668953556323089,0.04241031337072165,0.1202059111864664
2020-05-31,2020-06-30,"XLK, XLV, XLY",0.025268044721192002,0.006454407696312258,0.017734501342107523,0.0,0.114148055345894,0.04913845452005683,0.14007220442183965
2020-06-30,2020-07-31,"XLK, XLY, XLB",0.06691771768220607,0.04786603907363701,0.05889225736494419,0.33333333333333337,0.1887043003697093,0.099356556777769,0.20721363009926996
2020-07-31,2020-08-31,"XLY, XLK, XLB",0.08597580354337575,0.0420558886476871,0.06979676524544831,0.0,0.2909041077694614,0.14559097371371954,0.29147323644041423
2020-08-31,2020-09-30,"XLY, XLK, XLP",-0.02957764429377674,-0.029293652298407257,-0.03744383813239027,0.33333333333333337,0.2527222052524811,0.11203243005355601,0.24311552162282513
2020-09-30,2020-10-31,"XLY, XLB, XLI",-0.016309912351073857,-0.01949189367659534,-0.024933606116772422,0.6666666666666667,0.23229041588456933,0.09035681216202618,0.2121201688490355
2020-10-31,2020-11-30,"XLU, XLB, XLI",0.09708770479276319,0.1176459151687285,0.10877693481526807,0.33333333333333337,0.3519306640009219,0.21863283718928517,0.34397088544419874
2020-11-30,2020-12-31,"XLI, XLB, XLF",0.03264827566335312,0.029775244934031962,0.03704836817618107,0.33333333333333337,0.3960688689969638,0.2549179284012506,0.39376281362620347
2020-12-31,2021-01-31,"XLF, XLI, XLK",-0.023016434461120044,-0.008720634601426514,-0.010190452682016349,0.33333333333333337,0.36393634137048525,0.24397424769288434,0.3795597396239916
2021-01-31,2021-02-28,"XLF, XLK, XLV",0.036224895617249654,0.03804907356249369,0.027805439808225918,0.33333333333333337,0.41334479296520454,0.2913063153531985,0.41791900492595824
2021-02-28,2021-03-31,"XLF, XLE, XLI",0.059367748587162726,0.06158879862539004,0.045399267917082264,0.6666666666666667,0.4972518913009383,0.370836319973181,0.48229148971531455
2021-03-31,2021-04-30,"XLF, XLI, XLRE",0.061103769247102736,0.04600379534016434,0.05291041501975635,0.33333333333333337,0.5887396253717792,0.4338999934820913,0.5607201476164048
2021-04-30,2021-05-31,"XLF, XLRE, XLI",0.030154434922053053,0.01680970707761713,0.0065661350308166,0.0,0.6366471710131394,0.4580034323511224,0.5709680468509701
2021-05-31,2021-06-30,"XLF, XLRE, XLB",-0.017220146381964563,0.006677878841584361,0.022427609268216075,0.33333333333333337,0.608463867152665,0.46773980262297754,0.6062011043785962
2021-06-30,2021-07-31,"XLK, XLRE, XLV",0.04478078861272109,0.015256774570330556,0.024412578782918803,0.6666666666666667,0.6804921475788286,0.4901327779194977,0.6454126153804498
2021-07-31,2021-08-31,"XLRE, XLV, XLK",0.028926140753004,0.02155551014873438,0.029759636795809508,0.0,0.7291022999740115,0.5222533501369031,0.694379497193415
2021-08-31,2021-09-30,"XLK, XLRE, XLV",-0.05870134922014795,-0.03616300713962206,-0.04660548378328677,0.0,0.6276016620258762,0.4672040913675888,0.6154121210142336
